"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer._","Answer.confAnswer0","Answer.confAnswer1","Answer.confAnswer10","Answer.confAnswer2","Answer.confAnswer3","Answer.confAnswer4","Answer.confAnswer5","Answer.confAnswer6","Answer.confAnswer7","Answer.confAnswer8","Answer.confAnswer9","Answer.confidenceTime0","Answer.confidenceTime1","Answer.confidenceTime10","Answer.confidenceTime2","Answer.confidenceTime3","Answer.confidenceTime4","Answer.confidenceTime5","Answer.confidenceTime6","Answer.confidenceTime7","Answer.confidenceTime8","Answer.confidenceTime9","Answer.estimAnswer0","Answer.estimAnswer1","Answer.estimAnswer10","Answer.estimAnswer2","Answer.estimAnswer3","Answer.estimAnswer4","Answer.estimAnswer5","Answer.estimAnswer6","Answer.estimAnswer7","Answer.estimAnswer8","Answer.estimAnswer9","Answer.estimationTime0","Answer.estimationTime1","Answer.estimationTime10","Answer.estimationTime2","Answer.estimationTime3","Answer.estimationTime4","Answer.estimationTime5","Answer.estimationTime6","Answer.estimationTime7","Answer.estimationTime8","Answer.estimationTime9","Answer.opinion0","Answer.opinion1","Answer.opinion10","Answer.opinion2","Answer.opinion3","Answer.opinion4","Answer.opinion5","Answer.opinion6","Answer.opinion7","Answer.opinion8","Answer.opinion9","Answer.orig_index0","Answer.orig_index1","Answer.orig_index10","Answer.orig_index2","Answer.orig_index3","Answer.orig_index4","Answer.orig_index5","Answer.orig_index6","Answer.orig_index7","Answer.orig_index8","Answer.orig_index9","Answer.reactionTimeAnswer0","Answer.reactionTimeAnswer1","Answer.reactionTimeAnswer10","Answer.reactionTimeAnswer2","Answer.reactionTimeAnswer3","Answer.reactionTimeAnswer4","Answer.reactionTimeAnswer5","Answer.reactionTimeAnswer6","Answer.reactionTimeAnswer7","Answer.reactionTimeAnswer8","Answer.reactionTimeAnswer9","Answer.realFakeTime0","Answer.realFakeTime1","Answer.realFakeTime10","Answer.realFakeTime2","Answer.realFakeTime3","Answer.realFakeTime4","Answer.realFakeTime5","Answer.realFakeTime6","Answer.realFakeTime7","Answer.realFakeTime8","Answer.realFakeTime9","Answer.startTime0","Answer.startTime1","Answer.startTime10","Answer.startTime2","Answer.startTime3","Answer.startTime4","Answer.startTime5","Answer.startTime6","Answer.startTime7","Answer.startTime8","Answer.startTime9","Answer.validAnswer0","Answer.validAnswer1","Answer.validAnswer10","Answer.validAnswer2","Answer.validAnswer3","Answer.validAnswer4","Answer.validAnswer5","Answer.validAnswer6","Answer.validAnswer7","Answer.validAnswer8","Answer.validAnswer9","Answer.validationTime0","Answer.validationTime1","Answer.validationTime10","Answer.validationTime2","Answer.validationTime3","Answer.validationTime4","Answer.validationTime5","Answer.validationTime6","Answer.validationTime7","Answer.validationTime8","Answer.validationTime9","Approve","Reject"
"308KJXFUJRRZOU5VBX617M9NUAXATO","3MID1PD49GFHHGQUCLTH9ZC5OKGKWZ","Is this news real or fake? (<10 minutes; earn 3x your reward by bonuses!)","Tell us if you think these news pieces are real or fake.","experiment, game, fact-checking","$2.00","Tue Jun 19 10:38:13 PDT 2018","50","BatchId:3274304;OriginalHitTemplateId:920937336;","21600","3600","Tue Jun 26 10:38:13 PDT 2018","","","3GU1KF0O4JM91WEAQW2EM7OJ601PBH","A125KW9P18V5Z1","Approved","Tue Jun 19 10:38:23 PDT 2018","Tue Jun 19 11:00:08 PDT 2018","Tue Jun 19 12:00:08 PDT 2018","2018-06-19 19:01:00 UTC","","","1305","100% (1/1)","100% (1/1)","100% (1/1)","{}","75","70","65","65","55","55","60","60","55","55","55","1529430505350","1529431027957","1529430967826","1529431139116","1529430903311","1529431194656","1529430584172","1529430824289","1529431073144","1529430744600","1529430452286","35","40","70","55","60","65","60","60","50","70","50","1529430510522","1529431031246","1529430971937","1529431142824","1529430908636","1529431196723","1529430588438","1529430828434","1529431075489","1529430752377","1529430420630","-1","-1","1","-1","-1","-1","1","-1","1","1","1","10","19","87","51","53","55","70","71","72","81","82","58229","59867","62941","67052","79823","56501","100909","76588","43706","138596","188308","1529430504752","1529431027392","1529430967137","1529431138300","1529430902806","1529431194109","1529430583319","1529430823726","1529431072392","1529430742936","1529430413396","1529430458399","1529430975486","1529430912545","1529431079060","1529430832722","1529431146114","1529430516628","1529430756133","1529431035353","1529430617537","1529430270091","grapefruit","banana","kiwi","mango","avocado","blackberry","olive","blueberry","cherry","pear","pineapple","1529430468317","1529431021216","1529430948286","1529431121197","1529430893703","1529431190122","1529430595468","1529430792568","1529431063649","1529430719745","1529430430642"
"308KJXFUJRRZOU5VBX617M9NUAXATO","3MID1PD49GFHHGQUCLTH9ZC5OKGKWZ","Is this news real or fake? (<10 minutes; earn 3x your reward by bonuses!)","Tell us if you think these news pieces are real or fake.","experiment, game, fact-checking","$2.00","Tue Jun 19 10:38:13 PDT 2018","50","BatchId:3274304;OriginalHitTemplateId:920937336;","21600","3600","Tue Jun 26 10:38:13 PDT 2018","","","3I33IC7ZWGN8QF8CIKR6VJWKD8P2AD","A2W3I2GBGDB637","Approved","Tue Jun 19 10:38:22 PDT 2018","Tue Jun 19 15:49:42 PDT 2018","Tue Jun 19 16:49:42 PDT 2018","2018-06-19 23:50:00 UTC","","","18680","100% (1/1)","100% (1/1)","100% (1/1)","{}","85","70","60","90","90","60","75","65","60","50","80","1529447963765","1529448428321","1529447890161","1529448134610","1529448259419","1529448063126","1529447748439","1529448550931","1529448469126","1529448323529","1529448513950","65","70","50","60","85","50","60","80","70","65","70","1529447973648","1529448433534","1529447885734","1529448138489","1529448264220","1529448071856","1529447754269","1529448556723","1529448472455","1529448331969","1529448517978","1","-1","1","1","1","1","1","-1","-1","1","-1","10","19","87","51","53","55","70","71","72","81","82","95885","79609","92284","97320","111333","92935","164340","33720","25646","83805","54897","1529447962733","1529448426531","1529447848333","1529448133288","1529448257520","1529448061520","1529447746319","1529448550278","1529448468520","1529448321706","1529448513350","1529447897447","1529448378730","1529447805161","1529448086268","1529448183590","1529447993332","1529447640821","1529448538885","1529448458340","1529448294924","1529448483988","grapefruit","banana","kiwi","mango","avocado","blackberry","olive","blueberry","cherry","pear","pineapple","1529447988223","1529448454655","1529447871208","1529448180045","1529448287059","1529448081278","1529447802017","1529448568620","1529448480915","1529448372520","1529448534615"
"308KJXFUJRRZOU5VBX617M9NUAXATO","3MID1PD49GFHHGQUCLTH9ZC5OKGKWZ","Is this news real or fake? (<10 minutes; earn 3x your reward by bonuses!)","Tell us if you think these news pieces are real or fake.","experiment, game, fact-checking","$2.00","Tue Jun 19 10:38:13 PDT 2018","50","BatchId:3274304;OriginalHitTemplateId:920937336;","21600","3600","Tue Jun 26 10:38:13 PDT 2018","","","3IHR8NYAM8MPGXT1BHSRETIDW8L4PR","A110KENBXU7SUJ","Approved","Tue Jun 19 10:38:25 PDT 2018","Tue Jun 19 13:59:11 PDT 2018","Tue Jun 19 14:59:11 PDT 2018","2018-06-19 22:00:00 UTC","","","12046","100% (5/5)","100% (1/1)","100% (1/1)","{}","60","50","75","50","70","80","55","65","55","60","60","1529441824965","1529441803551","1529441600006","1529441572221","1529441891891","1529441842683","1529441661587","1529441498593","1529441548505","1529441920399","1529441630093","40","25","70","65","20","40","60","70","45","45","45","1529441826725","1529441747557","1529441602316","1529441574125","1529441897106","1529441844893","1529441665366","1529441500147","1529441550445","1529441923506","1529441631605","-1","1","1","-1","-1","-1","-1","1","1","-1","-1","10","19","87","51","53","55","70","71","72","81","82","29700","68916","28512","32710","50272","22900","91778","51165","38365","35174","25522","1529441824444","1529441744648","1529441598969","1529441571698","1529441865719","1529441842183","1529441661152","1529441489930","1529441547682","1529441919835","1529441629301","1529441807378","1529441738461","1529441592648","1529441559938","1529441859978","1529441837078","1529441646682","1529441470407","1529441521572","1529441910250","1529441621160","grapefruit","banana","kiwi","mango","avocado","blackberry","olive","blueberry","cherry","pear","pineapple","1529441832069","1529441795046","1529441603709","1529441576996","1529441899437","1529441850533","1529441666445","1529441507043","1529441556354","1529441927126","1529441641198"
"308KJXFUJRRZOU5VBX617M9NUAXATO","3MID1PD49GFHHGQUCLTH9ZC5OKGKWZ","Is this news real or fake? (<10 minutes; earn 3x your reward by bonuses!)","Tell us if you think these news pieces are real or fake.","experiment, game, fact-checking","$2.00","Tue Jun 19 10:38:13 PDT 2018","50","BatchId:3274304;OriginalHitTemplateId:920937336;","21600","3600","Tue Jun 26 10:38:13 PDT 2018","","","3ITXP059PX4CW7SE65JPF0C71PHSJL","A1V9G7V6ZYACIR","Approved","Tue Jun 19 10:38:29 PDT 2018","Tue Jun 19 16:24:38 PDT 2018","Tue Jun 19 17:24:38 PDT 2018","2018-06-20 00:25:00 UTC","","","20769","100% (1/1)","100% (1/1)","100% (1/1)","{}","100","100","90","100","50","98","99","90","100","80","100","1529449202256","1529450539828","1529449154617","1529449243412","1529449730851","1529450463200","1529449340975","1529450338753","1529450665348","1529450616986","1529450423395","100","50","50","95","50","50","50","50","50","50","90","1529449203848","1529450541548","1529449157027","1529449245408","1529449733593","1529450464852","1529449343286","1529450341692","1529450667989","1529450618623","1529450425252","-1","-1","-1","-1","1","-1","-1","-1","1","1","1","10","19","87","51","53","55","70","71","72","81","82","35678","80570","386021","33178","388866","45520","94120","610471","48593","67719","81849","1529449201961","1529450539515","1529449153553","1529449242776","1529449730246","1529450462773","1529449340685","1529450338205","1529450664755","1529450616478","1529450422831","1529449183866","1529450473549","1529448797845","1529449219544","1529449346843","1529450428029","1529449252723","1529449735709","1529450621838","1529450554119","1529450346180","grapefruit","banana","kiwi","mango","avocado","blackberry","olive","blueberry","cherry","pear","pineapple","1529449205718","1529450546259","1529449159866","1529449247809","1529449726400","1529450466518","1529449334501","1529450321229","1529450654194","1529450606596","1529450394416"
"308KJXFUJRRZOU5VBX617M9NUAXATO","3MID1PD49GFHHGQUCLTH9ZC5OKGKWZ","Is this news real or fake? (<10 minutes; earn 3x your reward by bonuses!)","Tell us if you think these news pieces are real or fake.","experiment, game, fact-checking","$2.00","Tue Jun 19 10:38:13 PDT 2018","50","BatchId:3274304;OriginalHitTemplateId:920937336;","21600","3600","Tue Jun 26 10:38:13 PDT 2018","","","3JBT3HLQF9N5JUHQWAIH8PVMX3NZPX","A1CSDIX05PK9V","Approved","Tue Jun 19 10:38:19 PDT 2018","Tue Jun 19 11:02:08 PDT 2018","Tue Jun 19 12:02:08 PDT 2018","2018-06-19 19:03:00 UTC","","","1429","100% (1/1)","100% (1/1)","100% (1/1)","{}","100","80","70","80","90","60","70","60","80","90","60","1529430971742","1529431181316","1529431314565","1529431270694","1529431134138","1529431215684","1529431083393","1529430782848","1529430835857","1529430911683","1529431048429","90","60","60","50","70","50","50","50","30","80","60","1529430973137","1529431182353","1529431315391","1529431271451","1529431135078","1529431216625","1529431084556","1529430784776","1529430837131","1529430914518","1529431054331","1","1","1","1","1","-1","1","-1","-1","1","-1","10","19","87","51","53","55","70","71","72","81","82","40821","45283","43424","54816","52740","34049","31461","95377","47537","96079","74585","1529430971146","1529431180860","1529431314144","1529431270173","1529431133684","1529431215255","1529431082877","1529430772052","1529430834015","1529430911134","1529431047608","1529430940973","1529431140580","1529431274728","1529431219912","1529431087840","1529431185863","1529431056379","1529430701980","1529430797357","1529430844894","1529430981794","grapefruit","banana","kiwi","mango","avocado","blackberry","olive","blueberry","cherry","pear","pineapple","1529430975275","1529431183627","1529431315997","1529431271842","1529431136918","1529431217393","1529431085484","1529430789504","1529430841251","1529430939093","1529431050706"
"308KJXFUJRRZOU5VBX617M9NUAXATO","3MID1PD49GFHHGQUCLTH9ZC5OKGKWZ","Is this news real or fake? (<10 minutes; earn 3x your reward by bonuses!)","Tell us if you think these news pieces are real or fake.","experiment, game, fact-checking","$2.00","Tue Jun 19 10:38:13 PDT 2018","50","BatchId:3274304;OriginalHitTemplateId:920937336;","21600","3600","Tue Jun 26 10:38:13 PDT 2018","","","3K3R2QNK8CO358799YNC57GSQHR9UO","A2VRDE2FHCBMF8","Approved","Tue Jun 19 10:38:30 PDT 2018","Tue Jun 19 12:17:35 PDT 2018","Tue Jun 19 13:17:35 PDT 2018","2018-06-19 20:18:00 UTC","","","5945","100% (1/1)","100% (1/1)","100% (1/1)","{}","70","70","70","70","70","70","70","70","70","70","70","1529435068323","1529435354663","1529435813983","1529433716456","1529435523188","1529435657681","1529435463506","1529433019159","1529432918293","1529435231401","1529433962170","80","85","85","35","80","70","30","65","65","80","60","1529435072030","1529435361448","1529435820574","1529433726985","1529435526516","1529435660048","1529435466826","1529433022775","1529432923773","1529435234274","1529433967675","1","1","1","-1","1","1","-1","-1","1","1","-1","10","19","87","51","53","55","70","71","72","81","82","1115410","143965","182079","97227","52771","131661","97664","726201","168574","147596","191062","1529435067227","1529435354125","1529435813022","1529433715720","1529435522411","1529435656848","1529435431623","1529433018465","1529432917620","1529435230760","1529433828933","1529433976194","1529435239202","1529435665265","1529433687905","1529435480833","1529435533604","1529435383169","1529432961704","1529432793130","1529435091605","1529433785132","grapefruit","banana","kiwi","mango","avocado","blackberry","olive","blueberry","cherry","pear","pineapple","1529435088619","1529435359190","1529435845296","1529433771228","1529435530884","1529435662378","1529435460145","1529433680432","1529432951301","1529435228809","1529433970780"
"308KJXFUJRRZOU5VBX617M9NUAXATO","3MID1PD49GFHHGQUCLTH9ZC5OKGKWZ","Is this news real or fake? (<10 minutes; earn 3x your reward by bonuses!)","Tell us if you think these news pieces are real or fake.","experiment, game, fact-checking","$2.00","Tue Jun 19 10:38:13 PDT 2018","50","BatchId:3274304;OriginalHitTemplateId:920937336;","21600","3600","Tue Jun 26 10:38:13 PDT 2018","","","3KIBXJ1WD6FS9Z63H92SWA2JJPEKOF","A30YUB0WTMKX73","Approved","Tue Jun 19 10:38:26 PDT 2018","Tue Jun 19 10:50:23 PDT 2018","Tue Jun 19 11:50:23 PDT 2018","2018-06-19 18:51:00 UTC","","","717","100% (1/1)","100% (1/1)","100% (1/1)","{}","100","100","100","70","100","100","100","100","70","70","90","1529430426816","1529430291457","1529429955315","1529430486361","1529430499275","1529430595825","1529430151527","1529430532350","1529430099191","1529430398375","1529430243800","20","90","90","80","30","40","70","70","60","50","40","1529430428265","1529430292568","1529429956746","1529430487372","1529430500455","1529430597062","1529430152685","1529430533680","1529430101454","1529430399526","1529430244837","-1","1","1","-1","-1","-1","1","1","-1","-1","-1","10","19","87","51","53","55","70","71","72","81","82","33918","43483","118484","56250","19721","83993","66115","26301","82079","106252","55589","1529430426329","1529430291004","1529429954448","1529430485909","1529430498927","1529430595225","1529430151019","1529430531877","1529430098603","1529430396517","1529430243078","1529430402615","1529430252879","1529429930612","1529430436533","1529430492783","1529430538806","1529430131175","1529430512505","1529430049096","1529430296362","1529430197290","grapefruit","banana","kiwi","mango","avocado","blackberry","olive","blueberry","cherry","pear","pineapple","1529430429485","1529430293239","1529430046869","1529430488648","1529430507400","1529430619235","1529430191317","1529430534652","1529430118392","1529430394157","1529430250223"
"308KJXFUJRRZOU5VBX617M9NUAXATO","3MID1PD49GFHHGQUCLTH9ZC5OKGKWZ","Is this news real or fake? (<10 minutes; earn 3x your reward by bonuses!)","Tell us if you think these news pieces are real or fake.","experiment, game, fact-checking","$2.00","Tue Jun 19 10:38:13 PDT 2018","50","BatchId:3274304;OriginalHitTemplateId:920937336;","21600","3600","Tue Jun 26 10:38:13 PDT 2018","","","3L0KT67Y8F12RWNDS5KSPNRVEW5SY0","A34LRS5WXFCCIY","Approved","Tue Jun 19 16:28:24 PDT 2018","Tue Jun 19 17:29:06 PDT 2018","Tue Jun 19 18:29:06 PDT 2018","2018-06-20 01:30:00 UTC","","","3642","100% (1/1)","100% (1/1)","100% (1/1)","{}","95","100","62","60","55","67","55","75","85","80","90","1529454531914","1529454173454","1529454400202","1529453476608","1529454439094","1529453909204","1529454320537","1529453960234","1529454090514","1529454037305","1529453228883","48","80","25","55","45","68","30","45","75","65","68","1529454534820","1529454187461","1529454405358","1529453380214","1529454442564","1529453914993","1529454325031","1529453963722","1529454095330","1529454042026","1529453246165","1","-1","-1","1","-1","-1","1","-1","1","1","1","10","19","87","51","53","55","70","71","72","81","82","39536","89814","59386","168752","89266","446816","156414","45263","47428","82889","138600","1529454514617","1529454125135","1529454399657","1529453370930","1529454429831","1529453908719","1529454319919","1529453959696","1529454090208","1529454036610","1529453228081","1529454500574","1529454105691","1529454351921","1529453314540","1529454411307","1529453483293","1529454195506","1529453930110","1529454058262","1529453975373","1529453175940","grapefruit","banana","kiwi","mango","avocado","blackberry","olive","blueberry","cherry","pear","pineapple","1529454523643","1529454168732","1529454393810","1529453448470","1529454496668","1529453924975","1529454328676","1529453970911","1529454099035","1529454048033","1529453254911"
"308KJXFUJRRZOU5VBX617M9NUAXATO","3MID1PD49GFHHGQUCLTH9ZC5OKGKWZ","Is this news real or fake? (<10 minutes; earn 3x your reward by bonuses!)","Tell us if you think these news pieces are real or fake.","experiment, game, fact-checking","$2.00","Tue Jun 19 10:38:13 PDT 2018","50","BatchId:3274304;OriginalHitTemplateId:920937336;","21600","3600","Tue Jun 26 10:38:13 PDT 2018","","","3MD9PLUKKJZ5G95DGV5P40QRXOMZN1","A0017268R9SKD8U2Y3F","Approved","Tue Jun 19 10:55:26 PDT 2018","Tue Jun 19 11:49:25 PDT 2018","Tue Jun 19 12:49:25 PDT 2018","2018-06-19 19:50:00 UTC","","","3239","100% (1/1)","100% (1/1)","100% (1/1)","{}","60","50","80","80","80","75","67","75","90","50","99","1529434145626","1529433444983","1529434045652","1529433409601","1529433920486","1529433311132","1529433952798","1529433973517","1529434099845","1529433601764","1529433748985","50","50","80","50","45","50","49","60","50","50","75","1529434137455","1529433446084","1529434047706","1529433411105","1529433856079","1529433315612","1529433954868","1529433974857","1529434106815","1529433603528","1529433752211","-1","1","1","1","1","-1","1","1","-1","-1","-1","10","19","87","51","53","55","70","71","72","81","82","47244","37961","97240","70036","165365","160697","29933","24860","29083","165920","147054","1529434135633","1529433444191","1529434045246","1529433409016","1529433873365","1529433310720","1529433951707","1529433972519","1529434099369","1529433597721","1529433748329","1529434112517","1529433415101","1529433986194","1529433345065","1529433766036","1529433184368","1529433931401","1529433961334","1529434083434","1529433453062","1529433618982","grapefruit","banana","kiwi","mango","avocado","blackberry","olive","blueberry","cherry","pear","pineapple","1529434149771","1529433450835","1529434068968","1529433395167","1529433922294","1529433333049","1529433958943","1529433976770","1529434110789","1529433604817","1529433762886"
"308KJXFUJRRZOU5VBX617M9NUAXATO","3MID1PD49GFHHGQUCLTH9ZC5OKGKWZ","Is this news real or fake? (<10 minutes; earn 3x your reward by bonuses!)","Tell us if you think these news pieces are real or fake.","experiment, game, fact-checking","$2.00","Tue Jun 19 10:38:13 PDT 2018","50","BatchId:3274304;OriginalHitTemplateId:920937336;","21600","3600","Tue Jun 26 10:38:13 PDT 2018","","","3OJSZ2ATDTHI6AT1T0HKJZX6WAA75S","A2MCG5W6LHSRG9","Approved","Tue Jun 19 10:38:28 PDT 2018","Tue Jun 19 12:02:37 PDT 2018","Tue Jun 19 13:02:37 PDT 2018","2018-06-19 20:03:00 UTC","","","5049","100% (1/1)","100% (1/1)","100% (1/1)","{}","55","60","70","70","60","55","70","60","60","60","60","1529434694813","1529434598037","1529434463165","1529434322269","1529430303092","1529434526474","1529434391960","1529434644274","1529434939170","1529434807785","1529434884026","60","60","60","40","70","50","70","50","40","55","50","1529434690671","1529434600759","1529434460009","1529434323529","1529430307332","1529434530747","1529434393192","1529434645252","1529434940399","1529434809120","1529434889517","-1","1","1","-1","1","1","1","1","-1","1","-1","10","19","87","51","53","55","70","71","72","81","82","44002","68149","68323","4022918","193874","69977","66795","49244","55666","120284","75847","1529434689413","1529434596548","1529434456577","1529434321867","1529430263537","1529434525818","1529434391161","1529434643807","1529434937116","1529434807290","1529434882002","1529434655184","1529434537791","1529434399491","1529430309777","1529430115903","1529434467814","1529434332695","1529434605940","1529434895317","1529434699186","1529434819470","grapefruit","Banana","kiwi","mango","avocado","blackberry","olive","blueberry","cherry","pear","pineapple","1529434696695","1529434602032","1529434462159","1529434327921","1529430283514","1529434533563","1529434394921","1529434649724","1529434943983","1529434814600","1529434886807"
"308KJXFUJRRZOU5VBX617M9NUAXATO","3MID1PD49GFHHGQUCLTH9ZC5OKGKWZ","Is this news real or fake? (<10 minutes; earn 3x your reward by bonuses!)","Tell us if you think these news pieces are real or fake.","experiment, game, fact-checking","$2.00","Tue Jun 19 10:38:13 PDT 2018","50","BatchId:3274304;OriginalHitTemplateId:920937336;","21600","3600","Tue Jun 26 10:38:13 PDT 2018","","","3P59JYT76M5D5B7LOKINQOMC10AT2V","AM8HWCZFGT1O5","Approved","Tue Jun 19 19:26:54 PDT 2018","Tue Jun 19 20:02:19 PDT 2018","Tue Jun 19 21:02:19 PDT 2018","2018-06-20 04:03:00 UTC","","","2125","100% (1/1)","100% (1/1)","100% (1/1)","{}","75","100","75","100","100","100","100","80","100","100","60","1529463596348","1529463531376","1529463650937","1529463126730","1529463056478","1529463503138","1529463332458","1529463694964","1529463472466","1529463158891","1529463394476","60","75","65","75","75","90","85","75","85","65","40","1529463598018","1529463545152","1529463656895","1529463129708","1529463062000","1529463504431","1529463334519","1529463701762","1529463474239","1529463275309","1529463397946","1","1","1","1","1","1","1","1","1","1","-1","10","19","87","51","53","55","70","71","72","81","82","43084","62289","54814","51144","80242","28333","39782","32149","30946","174751","101701","1529463595989","1529463530393","1529463650514","1529463126143","1529463056085","1529463502710","1529463331565","1529463690069","1529463471946","1529463158413","1529463393592","1529463580899","1529463518610","1529463623983","1529463091950","1529463011708","1529463490275","1529463317845","1529463678797","1529463459329","1529463143094","1529463357627","grapefruit","banana","kiwi","mango","avocado","blackberry","olive","blueberry","cherry","pear","pineapple","1529463620321","1529463575700","1529463675120","1529463140600","1529463068664","1529463515884","1529463339172","1529463706423","1529463485370","1529463315683","1529463454773"
"308KJXFUJRRZOU5VBX617M9NUAXATO","3MID1PD49GFHHGQUCLTH9ZC5OKGKWZ","Is this news real or fake? (<10 minutes; earn 3x your reward by bonuses!)","Tell us if you think these news pieces are real or fake.","experiment, game, fact-checking","$2.00","Tue Jun 19 10:38:13 PDT 2018","50","BatchId:3274304;OriginalHitTemplateId:920937336;","21600","3600","Tue Jun 26 10:38:13 PDT 2018","","","3PPTZCWALR5QJ6I5WNX68ULW2Z9ZQO","A2WT6FV92737W6","Approved","Tue Jun 19 16:39:03 PDT 2018","Tue Jun 19 17:22:27 PDT 2018","Tue Jun 19 18:22:27 PDT 2018","2018-06-20 01:23:00 UTC","","","2604","100% (1/1)","100% (1/1)","100% (1/1)","{}","70","80","60","60","90","70","60","70","70","70","90","1529453688066","1529453905819","1529454122006","1529453561610","1529453843538","1529453462150","1529453965932","1529454059126","1529454009922","1529453788979","1529453638370","70","40","30","50","80","80","70","60","50","90","70","1529453693878","1529453909249","1529454124438","1529453565854","1529453845831","1529453467424","1529453968569","1529454063231","1529454013470","1529453792115","1529453642207","1","1","1","-1","1","1","1","1","1","1","1","10","19","87","51","53","55","70","71","72","81","82","60345","61986","68042","71681","51258","119083","59262","45572","46280","90484","67935","1529453686950","1529453904689","1529454113334","1529453560361","1529453842874","1529453460971","1529453964903","1529454058346","1529454009171","1529453788183","1529453637745","1529453652901","1529453854988","1529454068088","1529453513284","1529453803730","1529453394201","1529453916974","1529454022516","1529453976236","1529453713246","1529453584965","grapefruit","Banana","kiwi","mango","avocado","blackberry","olive","blueberry","cherry","pear","pineapple","1529453698505","1529453901396","1529454109809","1529453578961","1529453839458","1529453501500","1529453960643","1529454055414","1529454006223","1529453784301","1529453646334"
"308KJXFUJRRZOU5VBX617M9NUAXATO","3MID1PD49GFHHGQUCLTH9ZC5OKGKWZ","Is this news real or fake? (<10 minutes; earn 3x your reward by bonuses!)","Tell us if you think these news pieces are real or fake.","experiment, game, fact-checking","$2.00","Tue Jun 19 10:38:13 PDT 2018","50","BatchId:3274304;OriginalHitTemplateId:920937336;","21600","3600","Tue Jun 26 10:38:13 PDT 2018","","","3QBD8R3Z2247VXH0WHFCPTDNM3P4OA","A35NM2285DUAFH","Approved","Tue Jun 19 10:38:25 PDT 2018","Tue Jun 19 11:31:02 PDT 2018","Tue Jun 19 12:31:02 PDT 2018","2018-06-19 19:32:00 UTC","","","3157","100% (1/1)","100% (1/1)","100% (1/1)","{}","100","75","100","80","65","80","75","75","60","60","50","1529432066390","1529432537351","1529432327987","1529433053039","1529432956638","1529432004203","1529432248198","1529432884623","1529432194455","1529432415569","1529432864362","10","50","80","30","50","75","40","50","50","40","50","1529432067824","1529432540042","1529432329217","1529433054640","1529432958391","1529432007573","1529432250197","1529432886246","1529432196221","1529432418799","1529432865701","-1","-1","1","1","1","-1","-1","-1","1","1","1","10","19","87","51","53","55","70","71","72","81","82","44263","120461","88985","95557","73208","88721","51857","21352","118336","76975","324386","1529432065488","1529432532233","1529432326698","1529433052588","1529432956194","1529432003240","1529432247542","1529432883982","1529432193382","1529432415014","1529432863551","1529432041509","1529432421927","1529432255967","1529432961335","1529432888126","1529431952788","1529432204109","1529432866774","1529432085773","1529432344952","1529432542388","grapefruit","Banana","kiwi","mango","avocado","blackberry","olive","blueberry","cherry","pear","pineapple","1529432076270","1529432533342","1529432341484","1529433047960","1529432950285","1529432014812","1529432233146","1529432880630","1529432199029","1529432411278","1529432858797"
"308KJXFUJRRZOU5VBX617M9NUAXATO","3MID1PD49GFHHGQUCLTH9ZC5OKGKWZ","Is this news real or fake? (<10 minutes; earn 3x your reward by bonuses!)","Tell us if you think these news pieces are real or fake.","experiment, game, fact-checking","$2.00","Tue Jun 19 10:38:13 PDT 2018","50","BatchId:3274304;OriginalHitTemplateId:920937336;","21600","3600","Tue Jun 26 10:38:13 PDT 2018","","","3TXWC2NHN0BNQVF5KTSCQ6Y45K5S9Q","A1945USNZHTROX","Approved","Tue Jun 19 10:38:25 PDT 2018","Tue Jun 19 11:31:00 PDT 2018","Tue Jun 19 12:31:00 PDT 2018","2018-06-19 19:32:00 UTC","","","3155","100% (1/1)","100% (1/1)","100% (1/1)","{}","100","100","100","100","50","100","100","80","100","100","100","1529431607506","1529432834954","1529431746924","1529432748125","1529432570297","1529432660007","1529432175046","1529432402757","1529432327355","1529431880477","1529431995908","5","5","75","0","25","5","5","25","30","50","10","1529431609678","1529432836785","1529431748687","1529432749691","1529432638528","1529432662154","1529432176424","1529432404707","1529432329131","1529431972728","1529431997128","-1","-1","1","-1","1","-1","-1","-1","-1","1","-1","10","19","87","51","53","55","70","71","72","81","82","128520","219526","106127","88114","114815","101860","141844","139289","78877","144876","191620","1529431605925","1529432834499","1529431740053","1529432747640","1529432539515","1529432659417","1529432174083","1529432402209","1529432326716","1529431879901","1529431980408","1529431595573","1529432831537","1529431724093","1529432743423","1529432526746","1529432641563","1529432166726","1529432387457","1529432308580","1529431830230","1529431975106","grapefruit","Banana","kiwi","mango","avocado","blackberry","olive","blueberry","cherry","pear","pineapple","1529431722524","1529432888221","1529431827562","1529432755357","1529432566588","1529432670764","1529432241520","1529432409302","1529432331173","1529431874411","1529432105424"
